"No.","Time","Source","Destination","Protocol","Length","Info"
"96","0.559982845","192.168.126.132","142.250.75.100","QUIC","150","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"97","0.560064820","192.168.126.132","142.250.75.100","QUIC","126","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"98","0.565838928","142.250.75.100","192.168.126.132","QUIC","1292","Handshake, SCID=f4c4901e9139cc82"
"99","0.565839078","142.250.75.100","192.168.126.132","QUIC","261","Protected Payload (KP0)"
"100","0.565951396","192.168.126.132","142.250.75.100","QUIC","203","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"101","0.566033560","192.168.126.132","142.250.75.100","QUIC","857","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"102","0.573329733","142.250.75.100","192.168.126.132","QUIC","1042","Protected Payload (KP0)"
"103","0.573329885","142.250.75.100","192.168.126.132","QUIC","179","Protected Payload (KP0)"
"104","0.573329909","142.250.75.100","192.168.126.132","QUIC","69","Protected Payload (KP0)"
"105","0.573329934","142.250.75.100","192.168.126.132","QUIC","70","Protected Payload (KP0)"
"106","0.573472065","192.168.126.132","142.250.75.100","QUIC","76","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"107","0.573547263","192.168.126.132","142.250.75.100","QUIC","75","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"108","0.573601346","192.168.126.132","142.250.75.100","QUIC","75","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"109","0.579799090","142.250.75.100","192.168.126.132","QUIC","71","Protected Payload (KP0)"
"110","0.579799157","142.250.75.100","192.168.126.132","QUIC","69","Protected Payload (KP0)"
"111","0.579901043","192.168.126.132","142.250.75.100","QUIC","75","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"112","0.608741810","192.168.126.132","142.251.168.84","TCP","74","46576  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1226654372 TSecr=0 WS=128"
"113","0.618382872","142.250.75.100","192.168.126.132","TLSv1.3","5434","Server Hello, Change Cipher Spec, Application Data"
"114","0.618383597","142.250.75.100","192.168.126.132","TLSv1.3","5433","Server Hello, Change Cipher Spec, Application Data"
"115","0.618467090","192.168.126.132","142.250.75.100","TCP","54","36072  >  443 [ACK] Seq=1725 Ack=5381 Win=65535 Len=0"
"116","0.618559444","192.168.126.132","142.250.75.100","TCP","54","36104  >  443 [ACK] Seq=1821 Ack=5380 Win=65535 Len=0"
"117","0.618598865","142.250.75.100","192.168.126.132","TLSv1.3","5434","Server Hello, Change Cipher Spec, Application Data"
"118","0.618598937","142.250.75.100","192.168.126.132","TLSv1.3","5433","Server Hello, Change Cipher Spec, Application Data"
"119","0.618608882","192.168.126.132","142.250.75.100","TCP","54","36088  >  443 [ACK] Seq=1757 Ack=5381 Win=65535 Len=0"
"120","0.618642248","192.168.126.132","142.250.75.100","TCP","54","36092  >  443 [ACK] Seq=1821 Ack=5380 Win=65535 Len=0"
"121","0.622972610","192.168.126.132","142.250.75.100","TLSv1.3","128","Change Cipher Spec, Application Data"
"122","0.623364686","142.250.75.100","192.168.126.132","TCP","60","443  >  36072 [ACK] Seq=5381 Ack=1799 Win=64240 Len=0"
"123","0.623505022","142.251.168.84","192.168.126.132","QUIC","856","Protected Payload (KP0)"
"124","0.623580639","192.168.126.132","142.250.75.100","TLSv1.3","128","Change Cipher Spec, Application Data"
"125","0.623864118","142.250.75.100","192.168.126.132","TCP","60","443  >  36104 [ACK] Seq=5380 Ack=1895 Win=64240 Len=0"
"126","0.623893409","192.168.126.132","142.250.75.100","TLSv1.3","128","Change Cipher Spec, Application Data"
"127","0.624210284","192.168.126.132","142.250.75.100","TLSv1.3","128","Change Cipher Spec, Application Data"
"128","0.624257137","142.250.75.100","192.168.126.132","TCP","60","443  >  36088 [ACK] Seq=5381 Ack=1831 Win=64240 Len=0"
"129","0.624518513","142.250.75.100","192.168.126.132","TCP","60","443  >  36092 [ACK] Seq=5380 Ack=1895 Win=64240 Len=0"
"130","0.625719102","192.168.126.132","142.251.168.84","QUIC","82","Handshake, DCID=f738d756f7dae8ae"
"131","0.626572881","192.168.126.132","142.251.168.84","QUIC","125","Handshake, DCID=f738d756f7dae8ae"
"132","0.626737114","192.168.126.132","142.251.168.84","QUIC","116","Protected Payload (KP0), DCID=f738d756f7dae8ae"
"133","0.627098153","192.168.126.132","142.251.168.84","QUIC","656","Protected Payload (KP0), DCID=f738d756f7dae8ae"
"134","0.631052537","192.168.126.132","192.168.126.2","DNS","88","Standard query 0xb0c2 A www.wikipedia.org OPT"
"135","0.631241463","192.168.126.132","192.168.126.2","DNS","88","Standard query 0x3b35 HTTPS www.wikipedia.org OPT"
"136","0.642439997","192.168.126.2","192.168.126.132","DNS","136","Standard query response 0xb0c2 A www.wikipedia.org CNAME dyna.wikimedia.org A 185.15.59.224 OPT"
"137","0.642440451","192.168.126.2","192.168.126.132","DNS","171","Standard query response 0x3b35 HTTPS www.wikipedia.org CNAME dyna.wikimedia.org SOA ns0.wikimedia.org OPT"
"138","0.642870140","192.168.126.132","192.168.126.2","DNS","89","Standard query 0xad9f HTTPS dyna.wikimedia.org OPT"
"139","0.650184239","192.168.126.132","185.15.59.224","TCP","74","58982  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3451003423 TSecr=0 WS=128"
"140","0.656802204","192.168.126.2","192.168.126.132","DNS","140","Standard query response 0xad9f HTTPS dyna.wikimedia.org SOA ns0.wikimedia.org OPT"
"141","0.669718488","142.250.75.100","192.168.126.132","QUIC","1288","Protected Payload (KP0)"
"142","0.669718818","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"143","0.669718867","142.250.75.100","192.168.126.132","QUIC","825","Protected Payload (KP0)"
"144","0.669718897","142.250.75.100","192.168.126.132","QUIC","260","Protected Payload (KP0)"
"145","0.669718927","142.250.75.100","192.168.126.132","QUIC","67","Protected Payload (KP0)"
"146","0.669718956","142.250.75.100","192.168.126.132","QUIC","97","Protected Payload (KP0)"
"147","0.669718986","142.250.75.100","192.168.126.132","QUIC","125","Protected Payload (KP0)"
"148","0.669719015","142.250.75.100","192.168.126.132","QUIC","136","Protected Payload (KP0)"
"149","0.669761667","142.250.75.100","192.168.126.132","QUIC","79","Protected Payload (KP0)"
"150","0.670190885","192.168.126.132","142.250.75.100","QUIC","77","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"151","0.670510978","192.168.126.132","142.250.75.100","QUIC","77","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"152","0.670608753","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"153","0.670741365","192.168.126.132","142.250.75.100","QUIC","77","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"154","0.673842708","142.251.168.84","192.168.126.132","TCP","60","443  >  46576 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"155","0.673869316","192.168.126.132","142.251.168.84","TCP","54","46576  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"156","0.674864371","192.168.126.132","142.251.168.84","TLSv1.3","1783","Client Hello (SNI=accounts.google.com)"
"157","0.675207830","142.251.168.84","192.168.126.132","TCP","60","443  >  46576 [ACK] Seq=1 Ack=1461 Win=64240 Len=0"
"158","0.675207983","142.251.168.84","192.168.126.132","TCP","60","443  >  46576 [ACK] Seq=1 Ack=1730 Win=64240 Len=0"
"159","0.695571777","142.250.75.100","192.168.126.132","QUIC","65","Protected Payload (KP0)"
"160","0.695572078","142.250.75.100","192.168.126.132","QUIC","1288","Protected Payload (KP0)"
"161","0.695572110","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"162","0.695572136","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"163","0.695572163","142.250.75.100","192.168.126.132","QUIC","845","Protected Payload (KP0)"
"164","0.695662836","142.250.75.100","192.168.126.132","QUIC","199","Protected Payload (KP0)"
"165","0.695662861","142.250.75.100","192.168.126.132","QUIC","1287","Protected Payload (KP0)"
"166","0.695662886","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"167","0.695662909","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"168","0.695713588","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"169","0.695713612","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"170","0.695754783","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"171","0.695754808","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"172","0.695800821","142.251.168.84","192.168.126.132","QUIC","995","Protected Payload (KP0)"
"173","0.695800847","142.251.168.84","192.168.126.132","QUIC","163","Protected Payload (KP0)"
"174","0.695800878","142.251.168.84","192.168.126.132","QUIC","69","Protected Payload (KP0)"
"175","0.696108295","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"176","0.696343496","192.168.126.132","142.250.75.100","QUIC","77","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"177","0.696424680","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"178","0.696456258","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"179","0.696483883","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"180","0.696510011","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"181","0.696539553","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"182","0.697072793","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"183","0.698655055","192.168.126.132","142.251.168.84","QUIC","74","Protected Payload (KP0), DCID=f738d756f7dae8ae"
"184","0.699672408","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"185","0.699672595","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"186","0.699672627","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"187","0.699672650","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"188","0.699672675","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"189","0.699672696","142.250.75.100","192.168.126.132","QUIC","502","Protected Payload (KP0)"
"190","0.699763250","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"191","0.699837657","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"192","0.699869567","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"193","0.707419984","142.250.75.100","192.168.126.132","QUIC","1285","Protected Payload (KP0)"
"194","0.707420377","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"195","0.707420402","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"196","0.707420428","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"197","0.707420453","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"198","0.707420480","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"199","0.707420505","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"200","0.707420529","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"201","0.707590400","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"202","0.707696274","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"203","0.707731179","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"204","0.707758554","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"205","0.713511912","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"206","0.713512276","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"207","0.713512314","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"208","0.713512349","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"209","0.713512425","142.250.75.100","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"210","0.713716572","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"211","0.713846930","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"212","0.713882465","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"213","0.714329751","142.250.75.100","192.168.126.132","QUIC","310","Protected Payload (KP0)"
"214","0.725615670","192.168.126.132","142.251.168.84","QUIC","74","Protected Payload (KP0), DCID=f738d756f7dae8ae"
"215","0.726183890","185.15.59.224","192.168.126.132","TCP","60","443  >  58982 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"216","0.726214162","192.168.126.132","185.15.59.224","TCP","54","58982  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"217","0.727135061","192.168.126.132","185.15.59.224","TLSv1.3","1781","Client Hello (SNI=www.wikipedia.org)"
"218","0.727451377","185.15.59.224","192.168.126.132","TCP","60","443  >  58982 [ACK] Seq=1 Ack=1461 Win=64240 Len=0"
"219","0.727545252","185.15.59.224","192.168.126.132","TCP","60","443  >  58982 [ACK] Seq=1 Ack=1728 Win=64240 Len=0"
"220","0.733622285","142.251.168.84","192.168.126.132","QUIC","1292","Protected Payload (KP0)"
"221","0.733622501","142.251.168.84","192.168.126.132","QUIC","225","Protected Payload (KP0)"
"222","0.735283803","192.168.126.132","142.251.168.84","QUIC","77","Protected Payload (KP0), DCID=f738d756f7dae8ae"
"223","0.741301512","142.250.75.100","192.168.126.132","QUIC","66","Protected Payload (KP0)"
"224","0.741518946","192.168.126.132","142.250.75.100","QUIC","73","Protected Payload (KP0), DCID=f4c4901e9139cc82"
"225","0.794223277","192.168.126.132","192.168.126.2","DNS","94","Standard query 0xbb61 A ogads-pa.googleapis.com OPT"
"226","0.794682446","192.168.126.132","192.168.126.2","DNS","94","Standard query 0x4e53 HTTPS ogads-pa.googleapis.com OPT"
"227","0.807539288","192.168.126.2","192.168.126.132","DNS","174","Standard query response 0xbb61 A ogads-pa.googleapis.com A 142.250.75.74 A 142.250.75.42 A 142.250.75.106 A 142.250.75.138 A 142.250.75.170 OPT"
"228","0.807539522","192.168.126.2","192.168.126.132","DNS","154","Standard query response 0x4e53 HTTPS ogads-pa.googleapis.com SOA ns1.google.com OPT"
